200,0.5069075451647184,0.7295430393198725,0.8331562167906482
100,0.4155154091392136,0.628586609989373,0.7332624867162593
300,0.5111583421891605,0.7348565356004251,0.8437832093517534
400,0.48459086078639746,0.7162592986184909,0.8219978746014878
500,0.5781083953241233,0.7763018065887354,0.8708820403825718
600,0.5637619553666312,0.7624867162592986,0.8634431455897981
700,0.5988310308182784,0.7832093517534537,0.879383634431456
800,0.6190223166843783,0.79596174282678,0.8740701381509033
900,0.6376195536663124,0.8150903294367694,0.8937300743889479
1200,0.7502656748140276,0.9261424017003188,0.9808714133900106
1300,0.7725823591923485,0.9287991498405951,0.9792773645058448
1400,0.7763018065887354,0.9293304994686503,0.9776833156216791
1500,0.7736450584484591,0.9256110520722636,0.9782146652497343
1600,0.7757704569606801,0.9272051009564294,0.9744952178533475
1700,0.7757704569606801,0.9314558979808714,0.9782146652497343
1800,0.7603613177470776,0.922422954303932,0.9798087141339001
1900,0.7709883103081828,0.9261424017003188,0.9782146652497343
2000,0.7805526036131775,0.9287991498405951,0.9766206163655685
1000,0.6030818278427205,0.803931987247609,0.8841657810839533
1100,0.7662061636556854,0.9287991498405951,0.9824654622741764
1000,0.6137088204038257,0.8018065887353879,0.8846971307120085
1100,0.6200850159404888,0.808182784272051,0.8905419766206164
