3000,0.5362865221489161,0.763430725730443,0.8737040527803959
3000,0.6333647502356268,0.8058435438265787,0.9057492931196984
3000,0.2747320692497939,0.37685490519373455,0.4624896949711459
3000,0.20795548227535038,0.38746908491343773,0.5200948062654576
10000,0.32322485207100593,0.6501479289940828,0.8394970414201184
10000,0.4386094674556213,0.6575443786982249,0.8025147928994083
10000,0.4593195266272189,0.647189349112426,0.7585059171597633
1700,0.5408921933085502,0.70817843866171,0.8039033457249071
1700,0.5446096654275093,0.7342007434944238,0.8587360594795539
3000,0.5497553017944535,0.7308319738988581,0.8694942903752039
5000,0.5827956989247312,0.7741935483870968,0.8725806451612903
5000,0.5419354838709678,0.7338709677419355,0.8446236559139785
5000,0.7694487377640391,0.9227202472952086,0.979392065945389
5000,0.8248325605358063,0.9417825862957239,0.985059247810407
