100,0.5807651434643996,0.7460148777895855,0.8538788522848034
200,0.7109458023379384,0.879383634431456,0.9553666312433581
300,0.7321997874601488,0.8995749202975558,0.9617428267800212
400,0.6381509032943677,0.808182784272051,0.8974495217853348
500,0.757173219978746,0.9213602550478215,0.975557917109458
600,0.7603613177470776,0.9181721572794899,0.9739638682252922
700,0.7662061636556854,0.9213602550478215,0.9792773645058448
800,0.7715196599362381,0.9287991498405951,0.9787460148777896
900,0.7619553666312433,0.926673751328374,0.9803400637619554
1000,0.7763018065887354,0.9314558979808714,0.9792773645058448
1100,0.7709883103081828,0.9293304994686503,0.9798087141339001
1200,0.7741764080765143,0.9250797024442083,0.9760892667375133
1300,0.7731137088204039,0.9277364505844846,0.9771519659936238
1400,0.7704569606801275,0.926673751328374,0.975557917109458
1500,0.7747077577045696,0.9287991498405951,0.9771519659936238
1600,0.7784272051009564,0.9277364505844846,0.9792773645058448
1700,0.777364505844846,0.9261424017003188,0.9766206163655685
1800,0.7768331562167906,0.9277364505844846,0.9798087141339001
1900,0.7784272051009564,0.9234856535600425,0.9792773645058448
2000,0.7704569606801275,0.9234856535600425,0.9729011689691818
